n,N,m,M,Class
"(1, 1)","(1, 0, 1, 0, 0, 0)","(1, 0, 1, 0)","(1, 0, 0, 0, 0, 0)",IV
"(1, 1)","(1, 0, 1, 0, 0, 0)","(1, 0, 1, 0)","(1, 1, 0, 1, 1, 1)",IV
"(1, 1)","(1, 0, 1, 0, 0, 0)","(1, 1, 0, 0)","(0, 0, 0, 0, 1, 1)",VI
"(1, 1)","(1, 0, 1, 0, 0, 0)","(1, 1, 0, 0)","(0, 0, 0, 1, 0, 1)",VI
"(1, 1)","(1, 0, 1, 0, 0, 0)","(1, 1, 0, 0)","(0, 0, 0, 1, 1, 0)",VI
"(1, 1)","(1, 0, 1, 0, 0, 0)","(1, 1, 0, 0)","(0, 1, 0, 0, 0, 1)",VI
"(1, 1)","(1, 0, 1, 0, 0, 0)","(1, 1, 0, 0)","(0, 1, 0, 0, 1, 0)",VI
"(1, 1)","(1, 0, 1, 0, 0, 0)","(1, 1, 0, 0)","(0, 1, 0, 1, 0, 0)",VI
"(1, 1)","(1, 0, 1, 0, 0, 0)","(1, 1, 0, 0)","(1, 0, 1, 0, 0, 0)",III
"(1, 1)","(1, 0, 1, 0, 0, 0)","(1, 1, 0, 0)","(1, 1, 1, 1, 1, 1)",III
"(1, 1)","(1, 0, 1, 0, 0, 0)","(1, 1, 1, 1)","(0, 0, 1, 0, 0, 1)",V
"(1, 1)","(1, 0, 1, 0, 0, 0)","(1, 1, 1, 1)","(0, 0, 1, 0, 1, 0)",V
"(1, 1)","(1, 0, 1, 0, 0, 0)","(1, 1, 1, 1)","(0, 0, 1, 1, 0, 0)",V
"(1, 1)","(1, 0, 1, 0, 0, 0)","(1, 1, 1, 1)","(0, 1, 1, 0, 0, 0)",V
"(1, 1)","(1, 0, 1, 0, 0, 0)","(1, 1, 1, 1)","(1, 0, 0, 0, 0, 1)",V
"(1, 1)","(1, 0, 1, 0, 0, 0)","(1, 1, 1, 1)","(1, 0, 0, 0, 1, 0)",V
"(1, 1)","(1, 0, 1, 0, 0, 0)","(1, 1, 1, 1)","(1, 0, 0, 1, 0, 0)",V
"(1, 1)","(1, 0, 1, 0, 0, 0)","(1, 1, 1, 1)","(1, 1, 0, 0, 0, 0)",V
"(1, 1)","(1, 1, 0, 0, 0, 0)","(0, 0, 0, 0)","(0, 1, 0, 1, 1, 1)",V
"(1, 1)","(1, 1, 0, 0, 0, 0)","(0, 0, 0, 0)","(0, 1, 1, 0, 1, 1)",V
"(1, 1)","(1, 1, 0, 0, 0, 0)","(0, 0, 0, 0)","(0, 1, 1, 1, 0, 1)",V
"(1, 1)","(1, 1, 0, 0, 0, 0)","(0, 0, 0, 0)","(0, 1, 1, 1, 1, 0)",V
"(1, 1)","(1, 1, 0, 0, 0, 0)","(0, 0, 0, 0)","(1, 0, 0, 1, 1, 1)",V
"(1, 1)","(1, 1, 0, 0, 0, 0)","(0, 0, 0, 0)","(1, 0, 1, 0, 1, 1)",V
"(1, 1)","(1, 1, 0, 0, 0, 0)","(0, 0, 0, 0)","(1, 0, 1, 1, 0, 1)",V
"(1, 1)","(1, 1, 0, 0, 0, 0)","(0, 0, 0, 0)","(1, 0, 1, 1, 1, 0)",V
"(1, 1)","(1, 1, 0, 0, 0, 0)","(0, 0, 1, 1)","(0, 0, 0, 0, 0, 0)",III
"(1, 1)","(1, 1, 0, 0, 0, 0)","(0, 0, 1, 1)","(0, 0, 1, 1, 1, 1)",III
"(1, 1)","(1, 1, 0, 0, 0, 0)","(0, 0, 1, 1)","(1, 1, 0, 0, 1, 1)",VI
"(1, 1)","(1, 1, 0, 0, 0, 0)","(0, 0, 1, 1)","(1, 1, 0, 1, 0, 1)",VI
"(1, 1)","(1, 1, 0, 0, 0, 0)","(0, 0, 1, 1)","(1, 1, 0, 1, 1, 0)",VI
"(1, 1)","(1, 1, 0, 0, 0, 0)","(0, 0, 1, 1)","(1, 1, 1, 0, 0, 1)",VI
"(1, 1)","(1, 1, 0, 0, 0, 0)","(0, 0, 1, 1)","(1, 1, 1, 0, 1, 0)",VI
"(1, 1)","(1, 1, 0, 0, 0, 0)","(0, 0, 1, 1)","(1, 1, 1, 1, 0, 0)",VI
"(1, 1)","(1, 1, 0, 0, 0, 0)","(0, 1, 0, 1)","(0, 1, 0, 0, 0, 0)",IV
"(1, 1)","(1, 1, 0, 0, 0, 0)","(0, 1, 0, 1)","(0, 1, 1, 1, 1, 1)",IV
"(1, 1)","(1, 1, 0, 0, 0, 0)","(0, 1, 0, 1)","(1, 0, 0, 0, 0, 0)",IV
"(1, 1)","(1, 1, 0, 0, 0, 0)","(0, 1, 0, 1)","(1, 0, 1, 1, 1, 1)",IV
"(1, 1)","(1, 1, 0, 0, 0, 0)","(0, 1, 1, 0)","(0, 1, 0, 0, 0, 0)",IV
"(1, 1)","(1, 1, 0, 0, 0, 0)","(0, 1, 1, 0)","(0, 1, 1, 1, 1, 1)",IV
"(1, 1)","(1, 1, 0, 0, 0, 0)","(0, 1, 1, 0)","(1, 0, 0, 0, 0, 0)",IV
"(1, 1)","(1, 1, 0, 0, 0, 0)","(0, 1, 1, 0)","(1, 0, 1, 1, 1, 1)",IV
"(1, 1)","(1, 1, 0, 0, 0, 0)","(1, 0, 0, 1)","(0, 1, 0, 0, 0, 0)",IV
"(1, 1)","(1, 1, 0, 0, 0, 0)","(1, 0, 0, 1)","(0, 1, 1, 1, 1, 1)",IV
"(1, 1)","(1, 1, 0, 0, 0, 0)","(1, 0, 0, 1)","(1, 0, 0, 0, 0, 0)",IV
"(1, 1)","(1, 1, 0, 0, 0, 0)","(1, 0, 0, 1)","(1, 0, 1, 1, 1, 1)",IV
"(1, 1)","(1, 1, 0, 0, 0, 0)","(1, 0, 1, 0)","(0, 1, 0, 0, 0, 0)",IV
"(1, 1)","(1, 1, 0, 0, 0, 0)","(1, 0, 1, 0)","(0, 1, 1, 1, 1, 1)",IV
"(1, 1)","(1, 1, 0, 0, 0, 0)","(1, 0, 1, 0)","(1, 0, 0, 0, 0, 0)",IV
"(1, 1)","(1, 1, 0, 0, 0, 0)","(1, 0, 1, 0)","(1, 0, 1, 1, 1, 1)",IV
"(1, 1)","(1, 1, 0, 0, 0, 0)","(1, 1, 0, 0)","(0, 0, 0, 0, 1, 1)",VI
"(1, 1)","(1, 1, 0, 0, 0, 0)","(1, 1, 0, 0)","(0, 0, 0, 1, 0, 1)",VI
"(1, 1)","(1, 1, 0, 0, 0, 0)","(1, 1, 0, 0)","(0, 0, 0, 1, 1, 0)",VI
"(1, 1)","(1, 1, 0, 0, 0, 0)","(1, 1, 0, 0)","(0, 0, 1, 0, 0, 1)",VI
"(1, 1)","(1, 1, 0, 0, 0, 0)","(1, 1, 0, 0)","(0, 0, 1, 0, 1, 0)",VI
"(1, 1)","(1, 1, 0, 0, 0, 0)","(1, 1, 0, 0)","(0, 0, 1, 1, 0, 0)",VI
"(1, 1)","(1, 1, 0, 0, 0, 0)","(1, 1, 0, 0)","(1, 1, 0, 0, 0, 0)",III
"(1, 1)","(1, 1, 0, 0, 0, 0)","(1, 1, 0, 0)","(1, 1, 1, 1, 1, 1)",III
"(1, 1)","(1, 1, 0, 0, 0, 0)","(1, 1, 1, 1)","(0, 1, 0, 0, 0, 1)",V
"(1, 1)","(1, 1, 0, 0, 0, 0)","(1, 1, 1, 1)","(0, 1, 0, 0, 1, 0)",V
"(1, 1)","(1, 1, 0, 0, 0, 0)","(1, 1, 1, 1)","(0, 1, 0, 1, 0, 0)",V
"(1, 1)","(1, 1, 0, 0, 0, 0)","(1, 1, 1, 1)","(0, 1, 1, 0, 0, 0)",V
"(1, 1)","(1, 1, 0, 0, 0, 0)","(1, 1, 1, 1)","(1, 0, 0, 0, 0, 1)",V
"(1, 1)","(1, 1, 0, 0, 0, 0)","(1, 1, 1, 1)","(1, 0, 0, 0, 1, 0)",V
"(1, 1)","(1, 1, 0, 0, 0, 0)","(1, 1, 1, 1)","(1, 0, 0, 1, 0, 0)",V
"(1, 1)","(1, 1, 0, 0, 0, 0)","(1, 1, 1, 1)","(1, 0, 1, 0, 0, 0)",V
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 0, 1, 1)","(0, 0, 0, 0, 0, 0)",I
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 0, 1, 1)","(0, 0, 1, 1, 1, 1)",III
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 0, 1, 1)","(0, 1, 0, 1, 1, 1)",III
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 0, 1, 1)","(0, 1, 1, 0, 1, 1)",III
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 0, 1, 1)","(0, 1, 1, 1, 0, 1)",III
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 0, 1, 1)","(0, 1, 1, 1, 1, 0)",III
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 0, 1, 1)","(1, 0, 0, 1, 1, 1)",III
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 0, 1, 1)","(1, 0, 1, 0, 1, 1)",III
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 0, 1, 1)","(1, 0, 1, 1, 0, 1)",III
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 0, 1, 1)","(1, 0, 1, 1, 1, 0)",III
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 0, 1, 1)","(1, 1, 0, 0, 1, 1)",III
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 0, 1, 1)","(1, 1, 0, 1, 0, 1)",III
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 0, 1, 1)","(1, 1, 0, 1, 1, 0)",III
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 0, 1, 1)","(1, 1, 1, 0, 0, 1)",III
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 0, 1, 1)","(1, 1, 1, 0, 1, 0)",III
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 0, 1, 1)","(1, 1, 1, 1, 0, 0)",III
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 1, 0, 1)","(0, 0, 0, 0, 0, 1)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 1, 0, 1)","(0, 0, 0, 0, 1, 0)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 1, 0, 1)","(0, 0, 0, 1, 0, 0)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 1, 0, 1)","(0, 0, 1, 0, 0, 0)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 1, 0, 1)","(0, 1, 0, 0, 0, 0)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 1, 0, 1)","(0, 1, 1, 1, 1, 1)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 1, 0, 1)","(1, 0, 0, 0, 0, 0)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 1, 0, 1)","(1, 0, 1, 1, 1, 1)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 1, 0, 1)","(1, 1, 0, 1, 1, 1)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 1, 0, 1)","(1, 1, 1, 0, 1, 1)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 1, 0, 1)","(1, 1, 1, 1, 0, 1)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 1, 0, 1)","(1, 1, 1, 1, 1, 0)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 1, 1, 0)","(0, 0, 0, 0, 0, 1)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 1, 1, 0)","(0, 0, 0, 0, 1, 0)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 1, 1, 0)","(0, 0, 0, 1, 0, 0)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 1, 1, 0)","(0, 0, 1, 0, 0, 0)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 1, 1, 0)","(0, 1, 0, 0, 0, 0)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 1, 1, 0)","(0, 1, 1, 1, 1, 1)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 1, 1, 0)","(1, 0, 0, 0, 0, 0)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 1, 1, 0)","(1, 0, 1, 1, 1, 1)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 1, 1, 0)","(1, 1, 0, 1, 1, 1)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 1, 1, 0)","(1, 1, 1, 0, 1, 1)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 1, 1, 0)","(1, 1, 1, 1, 0, 1)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(0, 1, 1, 0)","(1, 1, 1, 1, 1, 0)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(1, 0, 0, 1)","(0, 0, 0, 0, 0, 1)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(1, 0, 0, 1)","(0, 0, 0, 0, 1, 0)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(1, 0, 0, 1)","(0, 0, 0, 1, 0, 0)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(1, 0, 0, 1)","(0, 0, 1, 0, 0, 0)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(1, 0, 0, 1)","(0, 1, 0, 0, 0, 0)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(1, 0, 0, 1)","(0, 1, 1, 1, 1, 1)",II
"(1, 1)","(1, 1, 1, 1, 1, 1)","(1, 0, 0, 1)","(1, 0, 0, 0, 0, 0)",II
